2000	-1,00	2,90	3,90	11,00	15,10	17,60	15,60	18,60	13,40	10,90	5,40	1,20
2001	-0,80	0,60	3,20	7,10	14,30	14,30	18,20	18,50	11,50	11,80	2,30	-2,40
2002	-0,20	4,00	4,30	7,80	15,40	17,40	18,60	19,20	12,50	7,30	4,30	-2,50
2003	-1,90	-3,60	4,00	7,70	15,00	19,40	18,50	20,10	13,80	5,20	5,00	0,10
2004	-3,30	1,40	3,50	9,40	11,50	15,60	17,40	18,50	13,30	9,30	3,80	0,10
2005	0,70	-2,80	1,80	9,40	13,10	16,10	18,20	16,00	14,50	9,70	2,70	-0,30
2006	-5,00	-2,00	0,60	8,30	13,00	17,20	22,10	15,60	16,30	10,40	6,10	3,20
2007	4,00	3,20	5,60	10,60	14,80	18,20	18,20	17,60	12,00	7,50	2,20	0,20
2008	2,10	3,40	3,60	7,80	13,90	17,50	18,10	17,60	12,20	8,30	4,60	1,10
2009	-3,70	-0,20	4,00	12,30	13,50	14,80	18,00	18,60	15,00	7,40	6,10	-0,90
2010	-4,80	-1,40	3,40	8,30	11,40	16,70	20,40	17,20	11,60	6,70	4,80	-5,10
2011	-0,60	-1,60	4,30	11,20	13,60	17,10	16,50	17,90	14,80	8,50	3,40	2,70
2012	0,60	-4,50	5,70	8,60	14,80	16,50	18,30	18,40	13,40	7,50	4,90	-0,90
2013	-1,50	-1,20	-1,10	8,30	12,20	16,00	19,40	17,60	12,20	9,50	4,30	2,00
2014	0,60	2,60	6,60	10,30	12,20	16,10	19,60	16,10	14,50	10,70	6,30	2,20
2015	1,60	0,40	4,70	8,00	12,60	15,70	19,90	21,50	13,20	8,00	6,50	4,90
2016	-0,80	3,00	3,60	7,80	13,90	17,40	18,70	17,10	16,20	8,10	3,00	0,80
2017	-4,50	1,60	6,40	7,30	14,10	18,10	18,60	18,30	12,20	10,30	4,40	1,60
2018	2,50	-2,90	1,00	12,80	16,40	17,70	20,40	20,90	14,80	10,30	4,60	1,80
2019	-0,90	2,30	6,10	9,70	11,00	21,00	19,10	19,10	13,60	9,90	5,80	2,70
